Title,Difficulty,Level,Chart Constant,Score,Note Count,PM Rating,Play Rating,Play Potential
AttraqtiA,PRS,8,8.3,0,"1,002",-,-,0
AttraqtiA,PST,4,4,0,732,-,-,0
Aurgelmir,FTR,10,10.5,0,"1,100",-,-,0
Aurgelmir,PRS,8,8.5,0,765,-,-,0
Aurgelmir,PST,4,4.5,0,540,-,-,0
Auxesia,PRS,6,6.5,0,648,-,-,0
Auxesia,PST,3,3.5,0,385,-,-,0
Avant Raze,PRS,6,6.5,0,727,-,-,0
Avant Raze,PST,3,3.5,0,580,-,-,0
Ävril -Flicka i krans-,PRS,6,6,0,607,-,-,0
Ävril -Flicka i krans-,PST,3,3,0,459,-,-,0
Awaken In Ruins,FTR,9+,9.7,0,754,-,-,0
Awaken In Ruins,PRS,7,7.5,0,570,-,-,0
Awaken In Ruins,PST,3,3.5,0,412,-,-,0
Axium Crisis,PRS,8,8.5,0,"1,065",-,-,0
Axium Crisis,PST,5,5.5,0,685,-,-,0
B.B.K.K.B.K.K.,FTR,9+,9.7,0,976,-,-,0
B.B.K.K.B.K.K.,PRS,7,7,0,708,-,-,0
B.B.K.K.B.K.K.,PST,4,4.5,0,669,-,-,0
Babaroque,PRS,6,6.5,0,645,-,-,0
Babaroque,PST,3,3,0,402,-,-,0
Back to Basics,FTR,10,10.6,0,"1,544",-,-,0
Back to Basics,PRS,8+,8.7,0,"1,115",-,-,0
Back to Basics,PST,5,5,0,717,-,-,0
BADTEK,FTR,9+,9.7,0,916,-,-,0
BADTEK,PRS,7,7,0,595,-,-,0
BADTEK,PST,4,4,0,532,-,-,0
Bamboo,PRS,6,6.5,0,631,-,-,0
Bamboo,PST,3,3,0,499,-,-,0
BATTLE NO.1,FTR,9+,9.7,0,"1,042",-,-,0
BATTLE NO.1,PRS,6,6.5,0,677,-,-,0
BATTLE NO.1,PST,3,3.5,0,476,-,-,0
Be There,FTR,9,9.4,0,982,-,-,0
Be There,PRS,7,7.5,0,792,-,-,0
Be There,PST,4,4,0,592,-,-,0
Beautiful Dreamer,FTR,9+,9.9,0,"1,139",-,-,0
Beautiful Dreamer,PRS,7+,7.8,0,773,-,-,0
Beautiful Dreamer,PST,4,4,0,611,-,-,0
Beside You,FTR,8+,8.7,0,703,-,-,0
Beside You,PRS,6,6,0,634,-,-,0
Beside You,PST,2,2.5,0,526,-,-,0
Black Lotus,FTR,9+,9.7,0,965,-,-,0
Black Lotus,PRS,6,6.5,0,687,-,-,0
Black Lotus,PST,3,3,0,653,-,-,0
Black MInD,FTR,10+,10.8,0,"1,274",-,-,0
Black MInD,PRS,8,8,0,754,-,-,0
Black MInD,PST,5,5,0,601,-,-,0
Black Mirror on the Wall,ETR,9+,9.7,0,894,-,-,0
Black Mirror on the Wall,FTR,8,8.6,0,735,-,-,0
Black Mirror on the Wall,PRS,6,6.5,0,613,-,-,0
Black Mirror on the Wall,PST,3,3.5,0,471,-,-,0
Black Territory,PRS,7,7.5,0,785,-,-,0
Black Territory,PST,3,3,0,627,-,-,0
Blaster,PRS,7,7,0,635,-,-,0
Blaster,PST,4,4,0,571,-,-,0
BlazinG AIR,ETR,10,10.1,0,"1,129",-,-,0
BlazinG AIR,FTR,8+,8.9,0,757,-,-,0
BlazinG AIR,PRS,6,6.5,0,571,-,-,0
BlazinG AIR,PST,3,3.5,0,433,-,-,0
Blocked Library,FTR,9,9.3,0,850,-,-,0
Blocked Library,PRS,6,6.5,0,622,-,-,0
Blocked Library,PST,3,3.5,0,449,-,-,0
Blossoms,PRS,4,4,0,383,-,-,0
Blossoms,PST,1,1,0,275,-,-,0
BLRINK,PRS,7+,7.8,0,683,-,-,0
BLRINK,PST,3,3.5,0,400,-,-,0
blue comet,PRS,5,5,0,645,-,-,0
blue comet,PST,3,3.5,0,494,-,-,0
Blue Rose,FTR,9,9.1,0,955,-,-,0
Blue Rose,PRS,6,6,0,669,-,-,0
Blue Rose,PST,2,2,0,595,-,-,0
BlythE,ETR,10,10.5,0,"1,207",-,-,0
BlythE,FTR,9,9.4,0,"1,000",-,-,0
BlythE,PRS,7,7.5,0,729,-,-,0
BlythE,PST,3,3.5,0,610,-,-,0
Bookmaker (2D Version),PRS,6,6.5,0,728,-,-,0
Bookmaker (2D Version),PST,4,4.5,0,538,-,-,0
Brand new world,PRS,4,4,0,432,-,-,0
Brand new world,PST,2,2,0,322,-,-,0
Breach of Faith,BYD,10+,10.9,0,"1,448",-,-,0
Breach of Faith,FTR,10,10.3,0,"1,373",-,-,0
Breach of Faith,PRS,8,8.4,0,"1,171",-,-,0
Breach of Faith,PST,5,5.5,0,986,-,-,0
BREaK! BREaK! BREaK!,ETR,10,10.3,0,"1,251",-,-,0
BREaK! BREaK! BREaK!,FTR,8+,8.8,0,894,-,-,0
BREaK! BREaK! BREaK!,PRS,6,6.5,0,614,-,-,0
BREaK! BREaK! BREaK!,PST,3,3.5,0,472,-,-,0
BUCHiGiRE Berserker,FTR,10+,10.8,0,"1,412",-,-,0
BUCHiGiRE Berserker,PRS,8,8.6,0,"1,046",-,-,0
BUCHiGiRE Berserker,PST,5,5,0,850,-,-,0
Bullet Waiting for Me (James Landino remix),FTR,8,8.1,0,701,-,-,0
Bullet Waiting for Me (James Landino remix),PRS,4,4.5,0,390,-,-,0
Bullet Waiting for Me (James Landino remix),PST,2,2.5,0,325,-,-,0
Call My Name feat. Yukacco,FTR,8+,8.7,0,921,-,-,0
Call My Name feat. Yukacco,PRS,6,6,0,653,-,-,0
Call My Name feat. Yukacco,PST,3,3.5,0,591,-,-,0
Callima Karma,PRS,7,7.5,0,989,-,-,0
Callima Karma,PST,3,3.5,0,"1,024",-,-,0
Can I Friend You on Bassbook? Lol,FTR,9,9.3,0,861,-,-,0
Can I Friend You on Bassbook? Lol,PRS,6,6.5,0,548,-,-,0
Can I Friend You on Bassbook? Lol,PST,3,3,0,415,-,-,0
Capella,PRS,7+,7.8,0,904,-,-,0
Capella,PST,4,4.5,0,884,-,-,0
carmine:scythe,FTR,9,9.6,0,"1,164",-,-,0
carmine:scythe,PRS,7+,7.8,0,710,-,-,0
carmine:scythe,PST,4,4,0,493,-,-,0
CHAIN2NITE,ETR,9+,9.9,0,"1,037",-,-,0
CHAIN2NITE,FTR,8,8.6,0,883,-,-,0
CHAIN2NITE,PRS,6,6.5,0,759,-,-,0
CHAIN2NITE,PST,4,4,0,723,-,-,0
CHAOS,FTR,10+,10.9,0,"1,369",-,-,0
CHAOS,PRS,7,7.5,0,848,-,-,0
CHAOS,PST,5,5.5,0,646,-,-,0
CHAOSBLAST,ETR,10,10.5,0,"1,539",-,-,0
CHAOSBLAST,FTR,9,9.6,0,"1,290",-,-,0
CHAOSBLAST,PRS,7+,7.8,0,"1,000",-,-,0
CHAOSBLAST,PST,4,4.5,0,786,-,-,0
Chelsea,PRS,6,6,0,503,-,-,0
Chelsea,PST,3,3,0,388,-,-,0
Chromafill,FTR,10,10,0,"1,130",-,-,0
Chromafill,PRS,7,7,0,890,-,-,0
Chromafill,PST,4,4,0,757,-,-,0
Chronicle,PRS,8+,8.9,0,"1,077",-,-,0
Chronicle,PST,5,5,0,928,-,-,0
Chronostasis,PRS,7,7.5,0,812,-,-,0
Chronostasis,PST,3,3.5,0,619,-,-,0
Climax,PRS,7+,7.8,0,988,-,-,0
Climax,PST,4,4.5,0,773,-,-,0
Clotho and the stargazer,ETR,8+,8.8,0,"1,031",-,-,0
Clotho and the stargazer,PRS,5,5,0,745,-,-,0
Clotho and the stargazer,PST,2,2,0,519,-,-,0
Coastal Highway,FTR,9,9.1,0,732,-,-,0
Coastal Highway,PRS,6,6,0,479,-,-,0
Coastal Highway,PST,3,3,0,355,-,-,0
cocoro*cosmetic,FTR,9,9.2,0,"1,025",-,-,0
cocoro*cosmetic,PRS,7,7,0,687,-,-,0
cocoro*cosmetic,PST,3,3,0,525,-,-,0
Code: Oblivion,ETR,10+,10.9,0,"1,503",-,-,0
Code: Oblivion,FTR,9+,9.9,0,"1,281",-,-,0
Code: Oblivion,PRS,8,8.3,0,"1,015",-,-,0
Code: Oblivion,PST,5,5.5,0,773,-,-,0
conflict,PRS,7,7.5,0,731,-,-,0
conflict,PST,4,4.5,0,520,-,-,0
corps-sans-organes,PRS,7+,7.8,0,615,-,-,0
corps-sans-organes,PST,4,4.5,0,438,-,-,0
Corruption,PRS,6,6.5,0,847,-,-,0
Corruption,PST,3,3,0,664,-,-,0
Cosmica,FTR,8+,8.8,0,773,-,-,0
Cosmica,PRS,5,5,0,556,-,-,0
Cosmica,PST,2,2.5,0,428,-,-,0
Cosmo Pop Funclub,FTR,8+,8.8,0,809,-,-,0
Cosmo Pop Funclub,PRS,6,6,0,591,-,-,0
Cosmo Pop Funclub,PST,2,2.5,0,352,-,-,0
Crimson Quartz,FTR,8+,8.8,0,861,-,-,0
Crimson Quartz,PRS,6,6,0,615,-,-,0
Crimson Quartz,PST,3,3,0,569,-,-,0
Crimson Throne,FTR,10,10.6,0,"1,313",-,-,0
Crimson Throne,PRS,8,8,0,"1,079",-,-,0
Crimson Throne,PST,4,4,0,727,-,-,0
CROSS†OVER,FTR,9,9.4,0,"1,094",-,-,0
CROSS†OVER,PRS,6,6.5,0,810,-,-,0
CROSS†OVER,PST,4,4,0,653,-,-,0
CROSS†SOUL,PRS,7,7,0,823,-,-,0
CROSS†SOUL,PST,4,4,0,606,-,-,0
cry of viyella,PRS,6,6,0,492,-,-,0
cry of viyella,PST,3,3.5,0,414,-,-,0
Crystal Gravity,PRS,6,6.5,0,653,-,-,0
Crystal Gravity,PST,3,3.5,0,571,-,-,0
Cyaegha,PRS,8,8.4,0,984,-,-,0
Cyaegha,PST,5,5.5,0,760,-,-,0
cyanine,FTR,10,10.6,0,"1,171",-,-,0
cyanine,PRS,7+,7.8,0,947,-,-,0
cyanine,PST,4,4,0,661,-,-,0
Cybernecia Catharsis,PRS,7,7,0,655,-,-,0
Cybernecia Catharsis,PST,4,4,0,377,-,-,0
CYCLES,FTR,8+,8.8,0,695,-,-,0
CYCLES,PRS,5,5,0,430,-,-,0
CYCLES,PST,2,2,0,389,-,-,0
DA'AT -The First Seeker of Souls-,FTR,10+,10.9,0,"1,500",-,-,0
DA'AT -The First Seeker of Souls-,PRS,8,8.4,0,"1,091",-,-,0
DA'AT -The First Seeker of Souls-,PST,5,5.5,0,921,-,-,0
Dancin' on a Cat's Paw,PRS,6,6,0,593,-,-,0
Dancin' on a Cat's Paw,PST,3,3,0,417,-,-,0
Dandelion,PRS,6,6,0,698,-,-,0
Dandelion,PST,2,2.5,0,391,-,-,0
Dantalion,PRS,8,8.2,0,843,-,-,0
Dantalion,PST,5,5,0,730,-,-,0
DataErr0r,FTR,9,9.5,0,955,-,-,0
DataErr0r,PRS,7,7,0,785,-,-,0
DataErr0r,PST,3,3,0,502,-,-,0
Dazzle hop,FTR,9+,9.7,0,"1,022",-,-,0
Dazzle hop,PRS,6,6.5,0,571,-,-,0
Dazzle hop,PST,3,3.5,0,561,-,-,0
DDD,PRS,6,6.5,0,484,-,-,0
DDD,PST,2,2.5,0,363,-,-,0
Death By Glamour,ETR,9,9.4,0,912,-,-,0
Death By Glamour,FTR,7+,7.8,0,610,-,-,0
Death By Glamour,PRS,5,5,0,470,-,-,0
Death By Glamour,PST,2,2.5,0,460,-,-,0
Defection,PRS,6,6.5,0,800,-,-,0
Defection,PST,3,3.5,0,588,-,-,0
Dematerialized,ETR,8,8.3,0,790,-,-,0
Dematerialized,FTR,7,7.5,0,722,-,-,0
Dematerialized,PRS,4,4.5,0,659,-,-,0
Dematerialized,PST,1,1.5,0,469,-,-,0
Dement ~after legend~,PRS,6,6,0,756,-,-,0
Dement ~after legend~,PST,3,3.5,0,548,-,-,0
Designant.,BYD,11+,11.9,0,"2,184",-,-,0
Designant.,FTR,10+,10.9,0,"1,768",-,-,0
Designant.,PRS,9,9.6,0,"1,426",-,-,0
Designant.,PST,7,7.5,0,"1,055",-,-,0
Désive,ETR,10+,10.8,0,"1,340",-,-,0
Désive,FTR,9+,9.9,0,"1,273",-,-,0
Désive,PRS,8,8,0,"1,051",-,-,0
Désive,PST,5,5,0,"1,007",-,-,0
Devillic Sphere,FTR,9+,9.9,0,"1,129",-,-,0
Devillic Sphere,PRS,7+,7.8,0,692,-,-,0
Devillic Sphere,PST,4,4,0,490,-,-,0
Dialnote,PRS,6,6,0,548,-,-,0
Dialnote,PST,3,3,0,393,-,-,0
Dies irae,ETR,10,10.6,0,"1,263",-,-,0
Dies irae,FTR,9,9.5,0,"1,052",-,-,0
Dies irae,PRS,7,7.5,0,802,-,-,0
Dies irae,PST,4,4.5,0,632,-,-,0
Diode,PRS,5,5.5,0,472,-,-,0
Diode,PST,2,2.5,0,452,-,-,0
disintegration,ETR,9+,9.8,0,821,-,-,0
disintegration,FTR,8,8.3,0,605,-,-,0
disintegration,PRS,6,6.5,0,466,-,-,0
disintegration,PST,4,4,0,387,-,-,0
Distorted Fate,ETR,10+,10.8,0,"1,402",-,-,0
Distorted Fate,FTR,9,9.6,0,"1,172",-,-,0
Distorted Fate,PRS,7+,7.8,0,890,-,-,0
Distorted Fate,PST,4,4.5,0,756,-,-,0
Distortion Human,FTR,9+,9.9,0,"1,317",-,-,0
Distortion Human,PRS,6,6.5,0,841,-,-,0
Distortion Human,PST,3,3,0,544,-,-,0
Divine Light of Myriad,FTR,10+,10.8,0,"1,021",-,-,0
Divine Light of Myriad,PRS,7+,7.8,0,835,-,-,0
Divine Light of Myriad,PST,4,4.5,0,798,-,-,0
Don't Die,ETR,10,10.1,0,"1,004",-,-,0
Don't Die,FTR,9,9.4,0,793,-,-,0
Don't Die,PRS,7,7,0,565,-,-,0
Don't Die,PST,3,3.5,0,460,-,-,0
Don't Fight The Music,ETR,10+,10.7,0,"1,385",-,-,0
Don't Fight The Music,FTR,9,9.3,0,"1,043",-,-,0
Don't Fight The Music,PRS,7+,7.8,0,962,-,-,0
Don't Fight The Music,PST,4,4.5,0,757,-,-,0
Dot to Dot feat. Shully,FTR,8,8.3,0,739,-,-,0
Dot to Dot feat. Shully,PRS,6,6,0,522,-,-,0
Dot to Dot feat. Shully,PST,3,3,0,453,-,-,0
Dreadnought,FTR,9+,9.7,0,"1,099",-,-,0
Dreadnought,PRS,7,7,0,897,-,-,0
Dreadnought,PST,4,4,0,715,-,-,0
Dream goes on,FTR,7+,7.8,0,719,-,-,0
Dream goes on,PRS,5,5,0,751,-,-,0
Dream goes on,PST,1,1.5,0,532,-,-,0
Dreamin' Attraction!!,PRS,7,7,0,785,-,-,0
Dreamin' Attraction!!,PST,4,4.5,0,592,-,-,0
DRG,FTR,9,9.4,0,872,-,-,0
DRG,PRS,7,7,0,624,-,-,0
DRG,PST,3,3.5,0,380,-,-,0
dropdead,PRS,9,9.5,0,"1,323",-,-,0
dropdead,FTR,8+,9.1,0,823,-,-,0
dropdead,PST,1,1.5,0,44,-,-,0
Dual Dependency,ETR,10,10.4,0,"1,162",-,-,0
Dual Dependency,FTR,9,9.5,0,987,-,-,0
Dual Dependency,PRS,7+,7.8,0,784,-,-,0
Dual Dependency,PST,4,4.5,0,607,-,-,0
Dual Doom Deathmatch,FTR,8+,8.9,0,"1,094",-,-,0
Dual Doom Deathmatch,PRS,6,6.5,0,830,-,-,0
Dual Doom Deathmatch,PST,3,3.5,0,838,-,-,0
Dull Blade,FTR,10,10.5,0,"1,199",-,-,0
Dull Blade,PRS,8,8,0,780,-,-,0
Dull Blade,PST,4,4.5,0,579,-,-,0
DX Choseinou Full Metal Shojo,FTR,9+,9.7,0,808,-,-,0
DX Choseinou Full Metal Shojo,PRS,6,6,0,556,-,-,0
DX Choseinou Full Metal Shojo,PST,3,3,0,327,-,-,0
Dynitikós,PRS,7,7.5,0,894,-,-,0
Dynitikós,PST,4,4,0,683,-,-,0
Eccentric Tale,FTR,8,8.4,0,732,-,-,0
Eccentric Tale,PRS,5,5.5,0,483,-,-,0
Eccentric Tale,PST,2,2,0,313,-,-,0
eden,FTR,10,10.5,0,"1,365",-,-,0
eden,PRS,8,8.2,0,"1,194",-,-,0
eden,PST,4,4.5,0,826,-,-,0
Ego Eimi,FTR,10,10.5,0,"1,223",-,-,0
Ego Eimi,PRS,8,8.6,0,937,-,-,0
Ego Eimi,PST,5,5.5,0,801,-,-,0
Einherjar Joker,BYD,10+,10.9,0,"1,857",-,-,0
Einherjar Joker,PRS,7,7,0,767,-,-,0
Einherjar Joker,PST,4,4,0,582,-,-,0
Empire of Winter,FTR,9,9.1,0,920,-,-,0
Empire of Winter,PRS,6,6.5,0,662,-,-,0
Empire of Winter,PST,3,3.5,0,484,-,-,0
enchanted love,PRS,4,4.5,0,617,-,-,0
enchanted love,PST,2,2,0,436,-,-,0
End of The Moonlight,FTR,9,9.5,0,738,-,-,0
End of The Moonlight,PRS,5,5.5,0,434,-,-,0
End of The Moonlight,PST,3,3,0,340,-,-,0
ENERGY SYNERGY MATRIX,BYD,10,10.3,0,"1,011",-,-,0
ENERGY SYNERGY MATRIX,PRS,7,7,0,608,-,-,0
ENERGY SYNERGY MATRIX,PST,3,3.5,0,471,-,-,0
epitaxy,ETR,9,9.6,0,"1,410",-,-,0
epitaxy,FTR,8,8.6,0,"1,177",-,-,0
epitaxy,PRS,6,6,0,939,-,-,0
epitaxy,PST,3,3,0,826,-,-,0
Equilibrium,PRS,6,6.5,0,724,-,-,0
Equilibrium,PST,3,3.5,0,587,-,-,0
Essence of Twilight,PRS,7,7,0,767,-,-,0
Essence of Twilight,PST,4,4.5,0,556,-,-,0
Eternity Break,ETR,10,10.4,0,"1,155",-,-,0
Eternity Break,FTR,9,9.6,0,"1,051",-,-,0
Eternity Break,PRS,7,7.5,0,882,-,-,0
Eternity Break,PST,3,3.5,0,634,-,-,0
Ether Strike,PRS,8,8.3,0,837,-,-,0
Ether Strike,PST,5,5.5,0,659,-,-,0
Evening in Scarlet,FTR,9,9.5,0,922,-,-,0
Evening in Scarlet,PRS,7,7,0,638,-,-,0
Evening in Scarlet,PST,4,4,0,530,-,-,0
Evoltex (poppi'n mix),FTR,8+,8.9,0,775,-,-,0
Evoltex (poppi'n mix),PRS,7,7,0,627,-,-,0
Evoltex (poppi'n mix),PST,2,2,0,297,-,-,0
Extradimensional Cosmic Phenomenon,ETR,11,11.3,0,"1,726",-,-,0
Extradimensional Cosmic Phenomenon,FTR,10,10.6,0,"1,422",-,-,0
Extradimensional Cosmic Phenomenon,PRS,8+,8.8,0,"1,193",-,-,0
Extradimensional Cosmic Phenomenon,PST,6,6.5,0,"1,011",-,-,0
Factorder,ETR,9,9.6,0,"1,015",-,-,0
Factorder,FTR,8,8.6,0,849,-,-,0
Factorder,PRS,6,6.5,0,663,-,-,0
Factorder,PST,2,2.5,0,510,-,-,0
Faint Light (Arcaea Edit),FTR,9,9.1,0,809,-,-,0
Faint Light (Arcaea Edit),PRS,6,6,0,711,-,-,0
Faint Light (Arcaea Edit),PST,3,3,0,587,-,-,0
Fairytale,PRS,3,3.5,0,511,-,-,0
Fairytale,PST,1,1,0,336,-,-,0
Fallensquare,FTR,9+,9.7,0,703,-,-,0
Fallensquare,PRS,7,7.5,0,486,-,-,0
Fallensquare,PST,3,3,0,316,-,-,0
False Embellishment,PRS,6,6.5,0,684,-,-,0
False Embellishment,PST,3,3.5,0,576,-,-,0
FANTA5Y,PRS,7,7,0,715,-,-,0
FANTA5Y,PST,3,3,0,536,-,-,0
Far Away Light,PRS,7+,7.8,0,769,-,-,0
Far Away Light,PST,4,4.5,0,656,-,-,0
Feels So Right feat. Renko,FTR,9,9.3,0,947,-,-,0
Feels So Right feat. Renko,PRS,6,6.5,0,636,-,-,0
Feels So Right feat. Renko,PST,3,3.5,0,594,-,-,0
Felis,PRS,7,7.5,0,624,-,-,0
Felis,PST,4,4,0,463,-,-,0
felys final remix,PRS,6,6.5,0,771,-,-,0
felys final remix,PST,3,3,0,626,-,-,0
Filament,FTR,9+,9.7,0,991,-,-,0
Filament,PRS,7+,7.8,0,780,-,-,0
Filament,PST,4,4.5,0,582,-,-,0
Final Step!,FTR,9,9.4,0,"1,056",-,-,0
Final Step!,PRS,6,6.5,0,684,-,-,0
Final Step!,PST,3,3.5,0,625,-,-,0
First Snow,FTR,7+,7.8,0,578,-,-,0
First Snow,PRS,4,4.5,0,442,-,-,0
First Snow,PST,2,2.5,0,366,-,-,0
Flashback,PRS,5,5,0,488,-,-,0
Flashback,PST,2,2,0,356,-,-,0
Floating World,FTR,9,9.3,0,"1,047",-,-,0
Floating World,PRS,7,7,0,793,-,-,0
Floating World,PST,3,3,0,753,-,-,0
FLUFFY FLASH,PRS,6,6.5,0,946,-,-,0
FLUFFY FLASH,PST,3,3.5,0,787,-,-,0
Flyburg and Endroll,PRS,6,6,0,650,-,-,0
Flyburg and Endroll,PST,3,3,0,413,-,-,0
Fracture Ray,PST,6,6,0,983,-,-,0
Free Myself,FTR,10,10,0,"1,132",-,-,0
Free Myself,PRS,7,7.5,0,785,-,-,0
Free Myself,PST,4,4.5,0,662,-,-,0
FREEF4LL,PRS,7,7,0,782,-,-,0
FREEF4LL,PST,4,4,0,589,-,-,0
FURETE-MITAI,ETR,9,9.4,0,841,-,-,0
FURETE-MITAI,PRS,6,6,0,523,-,-,0
FURETE-MITAI,PST,2,2.5,0,447,-,-,0
G e n g a o z o,PRS,8,8.1,0,870,-,-,0
G e n g a o z o,PST,4,4,0,580,-,-,0
Galactic Love,FTR,9,9,0,813,-,-,0
Galactic Love,PRS,6,6.5,0,694,-,-,0
Galactic Love,PST,3,3,0,513,-,-,0
Galaxy Friends,FTR,9+,9.9,0,"1,013",-,-,0
Galaxy Friends,PRS,6,6,0,572,-,-,0
Galaxy Friends,PST,3,3.5,0,474,-,-,0
Garakuta Doll Play,FTR,10,10.4,0,"1,035",-,-,0
Garakuta Doll Play,PRS,6,6.5,0,572,-,-,0
Garakuta Doll Play,PST,4,4.5,0,444,-,-,0
Gekka (Short Version),PRS,6,6.5,0,628,-,-,0
Gekka (Short Version),PST,4,4,0,559,-,-,0
Genesis (Iris),PRS,5,5.5,0,399,-,-,0
Genesis (Iris),PST,2,2,0,275,-,-,0
Genesis (Morrigan feat. Lily),FTR,9+,9.8,0,867,-,-,0
Genesis (Morrigan feat. Lily),PRS,7,7,0,838,-,-,0
Genesis (Morrigan feat. Lily),PST,4,4,0,587,-,-,0
GENOCIDER,FTR,10+,10.8,0,"1,483",-,-,0
GENOCIDER,PRS,8+,8.9,0,"1,025",-,-,0
GENOCIDER,PST,4,4.5,0,832,-,-,0
Gensou no Satellite,ETR,10,10.1,0,"1,139",-,-,0
Gensou no Satellite,FTR,8+,8.7,0,992,-,-,0
Gensou no Satellite,PRS,6,6.5,0,783,-,-,0
Gensou no Satellite,PST,2,2.5,0,721,-,-,0
GIMME DA BLOOD,PRS,7,7.5,0,737,-,-,0
GIMME DA BLOOD,PST,3,3.5,0,582,-,-,0
GIMMICK,PRS,6,6.5,0,598,-,-,0
GIMMICK,PST,2,2.5,0,421,-,-,0
Give Me a Nightmare,PRS,5,5.5,0,817,-,-,0
Give Me a Nightmare,PST,3,3.5,0,676,-,-,0
GLORY: ROAD,PRS,7,7,0,999,-,-,0
GLORY: ROAD,PST,4,4.5,0,868,-,-,0
Glow,PRS,7,7.5,0,666,-,-,0
Glow,PST,4,4,0,504,-,-,0
goldenslaughterer,FTR,9+,9.7,0,"1,326",-,-,0
goldenslaughterer,PRS,6,6.5,0,880,-,-,0
goldenslaughterer,PST,4,4,0,486,-,-,0
"Good bye, Merry-Go-Round.",PRS,7,7.5,0,696,-,-,0
"Good bye, Merry-Go-Round.",PST,4,4.5,0,679,-,-,0
GOODTEK (Arcaea Edit),PRS,6,6.5,0,632,-,-,0
GOODTEK (Arcaea Edit),PST,4,4,0,449,-,-,0
Got hive of Ra,FTR,9+,9.8,0,794,-,-,0
Got hive of Ra,PRS,6,6.5,0,509,-,-,0
Got hive of Ra,PST,3,3,0,322,-,-,0
Grandspell,FTR,10,10.2,0,"1,289",-,-,0
Grandspell,PRS,8,8.4,0,977,-,-,0
Grandspell,PST,4,4.5,0,704,-,-,0
Grievous Lady,PRS,9,9.3,0,"1,194",-,-,0
Grievous Lady,PST,6,6.5,0,956,-,-,0
Grimheart,PRS,5,5,0,699,-,-,0
Grimheart,PST,2,2.5,0,728,-,-,0
Hailstone,FTR,9+,9.7,0,"1,002",-,-,0
Hailstone,PRS,7,7,0,651,-,-,0
Hailstone,PST,3,3.5,0,534,-,-,0
Halcyon,PRS,8,8.2,0,943,-,-,0
Halcyon,PST,5,5.5,0,662,-,-,0
Hall of Mirrors,FTR,8,8.2,0,898,-,-,0
Hall of Mirrors,PRS,5,5.5,0,553,-,-,0
Hall of Mirrors,PST,3,3,0,535,-,-,0
Harutopia ~Utopia of Spring~,PRS,4,4.5,0,706,-,-,0
Harutopia ~Utopia of Spring~,PST,1,1,0,444,-,-,0
Haze of Autumn,FTR,9+,9.8,0,"1,077",-,-,0
Haze of Autumn,PRS,7,7,0,733,-,-,0
Haze of Autumn,PST,3,3.5,0,533,-,-,0
Head BONK ache,FTR,9,9.4,0,"1,061",-,-,0
Head BONK ache,PRS,7,7,0,725,-,-,0
Head BONK ache,PST,4,4,0,570,-,-,0
Heart,PRS,5,5,0,575,-,-,0
Heart,PST,1,1,0,428,-,-,0
Heart Jackin',FTR,9+,9.7,0,"1,112",-,-,0
Heart Jackin',PRS,5,5.5,0,543,-,-,0
Heart Jackin',PST,3,3,0,506,-,-,0
Heartache,ETR,8+,8.7,0,851,-,-,0
Heartache,FTR,7,7.5,0,803,-,-,0
Heartache,PRS,4,4.5,0,687,-,-,0
Heartache,PST,1,1.5,0,425,-,-,0
Heavenly caress,FTR,9+,9.8,0,"1,560",-,-,0
Heavenly caress,PRS,7,7.5,0,909,-,-,0
Heavenly caress,PST,3,3.5,0,855,-,-,0
Heavensdoor,PRS,7,7.5,0,869,-,-,0
Heavensdoor,PST,4,4.5,0,766,-,-,0
HELLOHELL,ETR,9,9.3,0,770,-,-,0
HELLOHELL,FTR,7,7.5,0,673,-,-,0
HELLOHELL,PRS,5,5,0,445,-,-,0
HELLOHELL,PST,2,2.5,0,466,-,-,0
Hidden Rainbows of Epicurus,ETR,8+,8.8,0,884,-,-,0
Hidden Rainbows of Epicurus,PRS,5,5.5,0,644,-,-,0
Hidden Rainbows of Epicurus,PST,2,2.5,0,595,-,-,0
"Hiiro Gekka, Kyoushou no Zetsu (nayuta 2017 ver.)",FTR,10,10.3,0,"1,126",-,-,0
"Hiiro Gekka, Kyoushou no Zetsu (nayuta 2017 ver.)",PRS,6,6.5,0,709,-,-,0
"Hiiro Gekka, Kyoushou no Zetsu (nayuta 2017 ver.)",PST,3,3.5,0,719,-,-,0
Hikari,FTR,8,8.1,0,684,-,-,0
Hikari,PRS,6,6,0,450,-,-,0
Hikari,PST,2,2.5,0,237,-,-,0
HIVEMIND,PRS,8,8.6,0,988,-,-,0
HIVEMIND,PST,4,4,0,995,-,-,0
Hotarubi no Yuki,FTR,9+,9.7,0,991,-,-,0
Hotarubi no Yuki,PRS,7,7,0,733,-,-,0
Hotarubi no Yuki,PST,3,3.5,0,589,-,-,0
Hybris (The one who shattered),PRS,7+,7.8,0,973,-,-,0
Hybris (The one who shattered),PST,4,4.5,0,757,-,-,0
HYPER VISION,FTR,9+,9.8,0,"1,040",-,-,0
HYPER VISION,PRS,7,7.5,0,839,-,-,0
HYPER VISION,PST,4,4.5,0,639,-,-,0
Hypnotize,ETR,9+,9.9,0,"1,164",-,-,0
Hypnotize,FTR,8+,8.9,0,993,-,-,0
Hypnotize,PRS,7,7,0,761,-,-,0
Hypnotize,PST,3,3.5,0,518,-,-,0
I want You,ETR,9,9.4,0,660,-,-,0
